index,name
1,CSTL
2,CSTR
3,FPTL
4,FPTR
5,ICPMCL
6,ICPMCR
7,ICPVCL
8,ICPVCR
9,LLL
10,LLR
11,MCP
12,MLL
13,MLR
14,POTPTL
15,POTPTR
16,SCPCRL
17,SCPCRR
18,SCPCTL
19,SCPCTR
20,SCPSCL
21,SCPSCR
22,STTL
23,STTR
